hastus_id,translink_id,description,street_name,nearest_cross_street,lat,long,suburb,bus_stop_type,tactile_ground_surf_indicat_y_n,boarding_point,road_gradient,cross_fall,date_of_last_audit,btn_both
2334,305172,Amulree Street - 42,Amulree St,Cracknell Rd,-27.522181,153.051493,TARRAGINDI,Regular,Y,Easy,Hard,Hard,31/07/2011,TRUE
2335,305166,Vista Street - 42A,Cracknell Rd,Amulree St,-27.521749,153.051384,TARRAGINDI,Regular,N,NA,NA,NA,25/05/2007,TRUE
2336,305165,Weal Street - 41,Cracknell Rd,Weal Av,-27.521458,153.049491,TARRAGINDI,Regular,Y,Easy,Easy,Easy,20/12/2010,TRUE
2337,305173,Weal Street - 41,Cracknell Rd,Landor St,-27.521517,153.049161,TARRAGINDI,Intermediate,N,NA,NA,NA,23/07/2008,TRUE
2339,305994,Barter Street - 30,Logan Rd,Marshall Rd,-27.520696,153.063027,HOLLAND PARK WEST,Intermediate,N,Hard,Medium,Easy,30/05/2007,TRUE
2340,NA,"Holland Park"""""""" Logan Road - 29",LOGAN RD,NA,-27.519635,153.061742,HOLLAND PARK WEST,NA,NA,NA,NA,NA,NA,TRUE
2341,NA,CROWN / EMMA,YULETIDE ST,NA,-27.519666,153.058877,HOLLAND PARK WEST,NA,NA,Medium,Easy,Medium,NA,TRUE
2342,NA,Harold St - 28,LOGAN RD,NA,-27.518102,153.059793,HOLLAND PARK WEST,NA,NA,NA,NA,NA,NA,TRUE
2343,NA,LOGAN / CRUMP,LOGAN RD,NA,-27.51763,153.059225,HOLLAND PARK WEST,NA,NA,NA,NA,NA,NA,TRUE
2344,306085,Swain St - 27,Logan Rd,Swain St,-27.51724,153.058753,HOLLAND PARK WEST,Intermediate,Y,Medium,Medium,Hard,31/05/2007,TRUE
2346,306086,C.B. Mott Park - 26,Logan Rd,Birdwood Rd,-27.515461,153.056406,HOLLAND PARK WEST,Intermediate,Y,Medium,Easy,Hard,20/01/2011,TRUE
2347,305212,Headfort Street - 23A,Headfort St,Newdegate St,-27.513916,153.049554,GREENSLOPES,Regular with seat,Y,Medium,Medium,Hard,24/05/2007,TRUE
2348,305247,Headfort Street - 23A,Headfort St,Nicholson St,-27.513851,153.049832,GREENSLOPES,Regular,N,NA,NA,NA,24/05/2007,TRUE
2349,305248,Nicholson Street - 23B,Nicholson St,Hunter St,-27.513567,153.051963,GREENSLOPES,Regular,N,NA,NA,NA,24/05/2007,TRUE
2350,305211,Nicholson Street - 23B,Nicholson St,Hunter St,-27.513658,153.052037,GREENSLOPES,Regular,N,NA,NA,NA,24/05/2007,TRUE
2352,306087,"Greenslopes Mall"""""""" Logan Rd - 25/24",Logan Rd,Nicholson St,-27.512732,153.053273,GREENSLOPES,Intermediate,Y,Medium,Easy,Easy,31/05/2007,TRUE
2355,305992,Boronia Street - 32,Logan Rd,Boronia Av,-27.524828,153.067467,HOLLAND PARK WEST,Intermediate,Y,Medium,Easy,Easy,30/05/2007,TRUE
2356,305991,Glindemann Park - 33,Logan Rd,Barton St,-27.526573,153.069115,HOLLAND PARK WEST,Intermediate,Y,Medium,Easy,Medium,30/05/2007,TRUE
2358,305993,"Holland Park South"""""""" Logan Road - 31",Logan Rd,Sterculia Av,-27.522617,153.065381,HOLLAND PARK WEST,Intermediate,Y,Medium,Hard,Hard,30/05/2007,TRUE
2365,NA,Cavillon Street - 43,CAVILLON ST,NA,-27.519358,153.06577,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
2370,305904,Swain St - 27,Logan Rd,Victor St,-27.517214,153.058963,HOLLAND PARK WEST,Intermediate,Y,Medium,Hard,Easy,30/05/2007,TRUE
2371,305905,Harold St - 28,Logan Rd,Harold St,-27.517875,153.059752,HOLLAND PARK WEST,Regular with seat,Y,NA,NA,NA,30/05/2007,TRUE
2377,NA,"Holland Park"""""""" Logan Road - 29",LOGAN RD,NA,-27.519488,153.061799,HOLLAND PARK WEST,NA,NA,NA,NA,NA,NA,TRUE
2379,NA,Barter St - 30,NA,NA,-27.520572,153.063117,HOLLAND PARK WEST,NA,NA,NA,NA,NA,NA,TRUE
2380,305908,"Holland Park South"""""""" Logan Road - 31",Logan Rd,Framont Av,-27.521831,153.064741,HOLLAND PARK WEST,Intermediate,Y,Medium,Medium,Hard,30/05/2007,TRUE
2381,NA,Boronia Street - 32,NA,NA,-27.524553,153.06742,HOLLAND PARK WEST,NA,NA,Hard,NA,Medium,NA,TRUE
2382,305911,Glindemann Park - 33,Logan Rd,Barton St,-27.526439,153.069201,HOLLAND PARK WEST,Intermediate,N,Hard,Medium,Easy,30/05/2007,TRUE
2383,305264,David Road - 50,David Rd,Wollombi Pl,-27.523407,153.077391,HOLLAND PARK,Regular with seat,Y,Easy,Easy,Easy,24/05/2007,TRUE
2384,NA,David Road - 50,DAVID RD,NA,-27.523415,153.077248,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
2385,305265,Crewe Street - 51,David Rd,Nursery Rd,-27.524684,153.0784,HOLLAND PARK,Regular,Y,Medium,Hard,Medium,4/01/2012,TRUE
2386,305329,Eric Road - 50,Nursery Rd,Crest St,-27.526691,153.076023,HOLLAND PARK,Intermediate,Y,Medium,NA,Hard,25/05/2007,TRUE
2387,305319,Eric Road - 50,Nursery Rd,Crest St,-27.526809,153.07559,HOLLAND PARK,Regular with seat,Y,Easy,Medium,Medium,20/03/2010,TRUE
2388,305320,Crewe Street - 51,Nursery Rd,Crewe St,-27.5247,153.078955,HOLLAND PARK,Regular,Y,Medium,Hard,Hard,19/06/2009,TRUE
2389,305328,Crewe Street - 51,Nursery Rd,Crewe St,-27.524697,153.079201,HOLLAND PARK,Regular with seat,Y,NA,NA,NA,25/05/2007,TRUE
2390,305268,Mar Street - 49,Cradock St,Mar St,-27.52261,153.075465,HOLLAND PARK,Intermediate,Y,Medium,Hard,Hard,29/07/2008,TRUE
2391,305262,Cradock Street - 48A,Cradock St,Beddoes St,-27.521529,153.074779,HOLLAND PARK,Intermediate,Y,Medium,Hard,Hard,24/05/2007,TRUE
2392,305269,Seville Shops - 48,Seville Rd,Rowton St,-27.521558,153.073948,HOLLAND PARK,Intermediate,Y,Medium,Easy,Medium,29/07/2008,TRUE
2393,NA,SEVILLE / DOBBIE,SEVILLE RD,NA,-27.522155,153.073003,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
2394,NA,Seville Rd Sch - Roscoe St - District Stop,ROSCOE ST,NA,-27.525462,153.072014,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
2399,NA,Cav Rd HS - Elgar St - District Stop,CAVENDISH RD,NA,-27.518391,153.074694,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
2400,305283,Turquoise Street - 49/43,Cavendish Rd,Turquoise St,-27.518491,153.076703,HOLLAND PARK,Intermediate,Y,Medium,Easy,Medium,24/05/2007,TRUE
2401,304968,Turquoise Street - 49/43,Cavendish Rd,Turquoise St,-27.518342,153.07663,HOLLAND PARK,Regular with seat,Y,Medium,Easy,Easy,23/05/2007,TRUE
2402,NA,"Holland Park East"""""""" Cavendish Road",CAVENDISH RD,NA,-27.517879,153.074424,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
2403,304964,"Holland Park East"""""""" Cavendish Road",Cavendish Rd,Elgar St,-27.517859,153.074713,HOLLAND PARK,Intermediate,Y,Medium,Easy,Hard,23/05/2007,TRUE
2404,304966,Cavendish Rd High School - 41,Cavendish Rd,Opal St,-27.516998,153.073252,HOLLAND PARK,Intermediate,Y,Medium,Medium,Medium,23/05/2007,TRUE
2405,304963,Cavendish Rd High School - 41,Cavendish Rd,Opal St,-27.517106,153.073566,HOLLAND PARK,Regular with seat,Y,Medium,Medium,Easy,23/05/2007,TRUE
2406,305260,Provincial Road - 46,Greenmount Av,Provincial Rd,-27.518519,153.071557,HOLLAND PARK,Regular with seat,Y,Medium,Hard,Hard,24/05/2007,TRUE
2407,NA,Provincial Road - 46,BINYA ST,NA,-27.519022,153.071814,HOLLAND PARK,NA,NA,Medium,Hard,Hard,NA,TRUE
2408,305254,"Holland Road"""""""" Holland Road",Holland Rd,Stewart St,-27.518311,153.067675,HOLLAND PARK,Intermediate,Y,Medium,Hard,Hard,24/05/2007,TRUE
2409,305255,Cavillon Street - 43,Holland Rd,Avesnes St,-27.51921,153.066241,HOLLAND PARK,Regular with seat,Y,Medium,Medium,Medium,24/05/2007,TRUE
2410,305256,Lamette Avenue - 43A,Holland Rd,Lamette St,-27.520213,153.064648,HOLLAND PARK,Regular with seat,Y,Medium,Hard,Hard,24/05/2007,TRUE
2411,305251,"Holland Road"""""""" Holland Road",Holland Rd,Rita St,-27.518184,153.067632,HOLLAND PARK,Intermediate,Y,Medium,Hard,Hard,24/05/2007,TRUE
2412,304967,Cavendish Rd Reservoir - 40,Cavendish Rd,Boundary Rd,-27.514314,153.072599,COORPAROO,Intermediate,Y,Medium,Medium,Hard,23/05/2007,TRUE
2413,305364,Capella Street - 39,Cavendish Rd,View St,-27.513313,153.071934,COORPAROO,Intermediate,Y,Medium,Hard,Hard,25/05/2007,TRUE
2414,304961,Capella Street - 39,Cavendish Rd,Rigel St,-27.513266,153.072152,COORPAROO,Intermediate,Y,Medium,Hard,Hard,23/05/2007,TRUE
2415,305365,Stoneleigh Street - 38,Cavendish Rd,Newbolt St,-27.512902,153.069764,COORPAROO,Intermediate,Y,Medium,Hard,Easy,25/05/2007,TRUE
2416,304959,Meridian Street - 37A,Cavendish Rd,Meridian St,-27.512377999999998,153.067987,COORPAROO,Regular with seat,Y,Medium,Hard,Easy,23/05/2007,TRUE
2417,NA,Arlington Street - 37,CAVENDISH RD,NA,-27.51215,153.066994,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
2418,305213,Greenslopes Hospital - 23,Newdegate St,Headfort St,-27.513343,153.047859,GREENSLOPES,Intermediate,Y,Medium,Hard,Easy,24/05/2007,TRUE
2419,305246,Greenslopes Hospital - 23,Newdegate St,Headfort St,-27.51314,153.048024,GREENSLOPES,Intermediate,N,NA,NA,NA,24/05/2007,TRUE
2420,305901,"Greenslopes Mall"""""""" Logan Rd - 24",Logan Rd,Plimsoll St,-27.512563,153.05353,GREENSLOPES,Intermediate,Y,Medium,Medium,Medium,30/05/2007,TRUE
2421,305367,Loreto College - 35,Cavendish Rd,Walker St,-27.509197,153.063905,COORPAROO,Intermediate,N,Medium,Hard,Medium,25/05/2007,TRUE
2423,NA,Elgar St,CAVENDISH RD,NA,-27.519288,153.073264,HOLLAND PARK,NA,NA,NA,NA,NA,NA,TRUE
2424,304956,Goring Street - 34,Cavendish Rd,Goring St,-27.506812,153.063389,COORPAROO,Regular with seat,Y,Medium,Medium,Medium,20/01/2011,TRUE
2426,NA,CAVENDISH / PELHAM,CAVENDISH RD,NA,-27.508372,153.063954,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
2427,305368,Goring Street - 34,Cavendish Rd,Kanumbra St,-27.506739,153.063058,COORPAROO,Regular with seat,Y,Medium,Medium,Medium,25/05/2007,TRUE
2428,305231,Stirrat St - 31,Chatsworth Rd,Cavendish Rd,-27.505353,153.060708,COORPAROO,Regular with seat,Y,Hard,Hard,Medium,24/05/2007,TRUE
2429,305232,Trundle Street - 30,Chatsworth Rd,Trundle St,-27.505490000000002,153.058619,COORPAROO,Intermediate,N,Medium,Hard,Hard,24/05/2007,TRUE
2430,NA,Chatsworth Road - 25,CHATSWORTH RD,NA,-27.50577,153.055033,GREENSLOPES,NA,NA,NA,NA,NA,NA,TRUE
2431,305899,"Greenslopes"""""""" Logan Road - 22",Logan Rd,Beanga St,-27.50856,153.052009,GREENSLOPES,Intermediate,N,NA,NA,NA,30/05/2007,TRUE
2432,305900,Donaldson Street - 23,Logan Rd,Donaldson St,-27.510206,153.053188,GREENSLOPES,Intermediate,Y,Hard,Easy,Easy,30/05/2007,TRUE
2434,306088,Donaldson Street - 23,Logan Rd,Toohey St,-27.510808,153.052852,GREENSLOPES,Intermediate,N,Medium,Medium,Hard,31/05/2007,TRUE
2435,306089,"Greenslopes"""""""" Logan Road - 22",Logan Rd,Beanga St,-27.508571,153.051598,GREENSLOPES,Regular with seat,N,NA,NA,NA,31/05/2007,TRUE
2436,306090,Greenslopes School - 21,Logan Rd,Dunellan St,-27.506899,153.049988,GREENSLOPES,Intermediate,N,NA,NA,NA,31/05/2007,TRUE
2440,305214,Newdegate Street - 22,Newdegate St,Denman St,-27.511157,153.048307,GREENSLOPES,Regular with seat,N,NA,NA,NA,20/07/2012,TRUE
2441,305245,Newdegate Street - 22,Newdegate St,Denham St,-27.511397,153.048381,GREENSLOPES,Intermediate,N,NA,Hard,Hard,24/05/2007,TRUE
2447,305233,Upper Cornwall - 29,Under Cornwall St,Douglas St,-27.505251,153.054446,COORPAROO,Regular with seat,Y,Easy,Hard,Hard,24/05/2007,TRUE
2448,305228,Upper Cornwall - 29,Under Cornwall St,Douglas St,-27.505185,153.054576,COORPAROO,Regular with seat,Y,Medium,Hard,Hard,24/05/2007,TRUE
2449,NA,Pembroke Street - 20/28,UPPER CORNWALL ST,NA,-27.504216,153.053379,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
2450,305234,Pembroke Rd - 28,Under Cornwall St,Pembroke Rd,-27.50419,153.053154,COORPAROO,Intermediate,N,Easy,Easy,Medium,24/05/2007,TRUE
2452,305237,Logan St - 21,Logan St,Juliette St,-27.505082,153.047085,GREENSLOPES,Regular with seat,Y,Medium,Easy,Hard,24/05/2007,TRUE
2453,306336,Greenslopes School - 21,Logan Rd,Douglas St,-27.506816,153.050271,GREENSLOPES,Intermediate,Y,Medium,Easy,Easy,4/06/2007,TRUE
2454,NA,Rialto Street - 19A,CORNWALL ST,NA,-27.503307,153.049777,GREENSLOPES,NA,NA,NA,NA,NA,NA,TRUE
2457,305762,Dowar Street - 20,Old Cleveland Rd,Ames St,-27.497953,153.053306,COORPAROO,Regular with seat,Y,Easy,Hard,Hard,28/02/2011,TRUE
2459,305763,Knowsley Street - 19,Old Cleveland Rd,Knowsley St,-27.498991,153.049787,GREENSLOPES,Intermediate,Y,Easy,Medium,Hard,28/02/2011,TRUE
2460,NA,Panitya Street - 18,OLD CLEVELAND RD,NA,-27.498881,153.048181,GREENSLOPES,NA,NA,NA,NA,NA,NA,TRUE
2461,306333,Panitya Street - 18,Old Cleveland Rd,Panitya St,-27.498751,153.048462,GREENSLOPES,Regular with seat,Y,NA,NA,NA,4/06/2007,TRUE
2462,306312,Coorparoo West - Old Cleveland Road,Old Cleveland Rd,Rialto St,-27.498566,153.052119,COORPAROO,Intermediate,Y,Easy,Easy,Easy,28/02/2011,TRUE
2463,NA,Dowar Street - 20,OLD CLEVELAND RD,NA,-27.498123,153.052858,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
2467,305372,Shire Street - 27/28,Cavendish Rd,Noela St,-27.49687,153.060659,COORPAROO,Intermediate,Y,Medium,Easy,Easy,25/05/2007,TRUE
2469,305201,York Street - 29,Cavendish Rd,York St,-27.499312,153.062275,COORPAROO,Intermediate,Y,Medium,Easy,Easy,24/05/2007,TRUE
2470,305202,Emlyn Street - 30/31,Cavendish Rd,Emlyn St,-27.501453,153.061988,COORPAROO,Intermediate,N,NA,NA,NA,24/05/2007,TRUE
2471,305370,Emlyn Street - 31/30,Cavendish Rd,Emlyn St,-27.501631,153.061812,COORPAROO,Intermediate,N,Medium,Easy,Easy,25/05/2007,TRUE
2473,305203,Mt Carmel School - 32,Cavendish Rd,Mackay St,-27.503158,153.061736,COORPAROO,Regular with seat,N,NA,NA,NA,24/05/2007,TRUE
2474,305204,St Stephen's - 33,Cavendish Rd,Chatsworth Rd,-27.50488,153.061498,COORPAROO,Regular with seat,Y,Medium,Medium,Hard,24/05/2007,TRUE
2475,305369,St Stephen's - 33,Cavendish Rd,Mackay St,-27.504275,153.061439,COORPAROO,Intermediate,N,NA,NA,NA,25/05/2007,TRUE
2478,305230,Stirrat Street - 31,Chatsworth Rd,Cavendish Rd,-27.505242,153.060828,COORPAROO,Intermediate,Y,Medium,Hard,Medium,20/07/2012,TRUE
2480,305229,Trundle Street - 30,Chatsworth Rd,Lade St,-27.505398,153.058004,COORPAROO,Regular with seat,Y,Medium,Easy,Medium,24/05/2007,TRUE
2482,305761,St Leonards Street - 21,Old Cleveland Rd,Wellington St,-27.496691,153.055326,COORPAROO,Intermediate,Y,Medium,Easy,Medium,29/05/2007,TRUE
2483,306316,St Leonards Street - 21,Old Cleveland Rd,Leonards St,-27.496667,153.055007,COORPAROO,Regular with seat,N,NA,NA,NA,4/06/2007,TRUE
2484,306317,Macauly Street - 22,Old Cleveland Rd,Macauly St,-27.496055,153.056513,COORPAROO,Intermediate,Y,Medium,Hard,Easy,4/06/2007,TRUE
2487,305760,Macauly Street - 22,Old Cleveland Rd,Macaulay St,-27.495911,153.057139,COORPAROO,Intermediate,Y,Medium,Easy,Easy,29/05/2007,TRUE
2488,305373,Coorparoo Shops - 26,Cavendish Rd,Old Cleveland Rd,-27.49516,153.059579,COORPAROO,Regular with seat,Y,Medium,Medium,Easy,25/05/2007,TRUE
2492,NA,Leicester Street,LEICESTER ST,NA,-27.496816,153.066606,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
2493,304918,Leicester Street,Leicester St,Rutland St,-27.496662,153.066273,COORPAROO,Intermediate,Y,Hard,Easy,Hard,23/05/2007,TRUE
2499,304931,Herbert St - 42,Samuel St,Herbert St,-27.500916,153.079923,CAMP HILL,Regular with seat,N,Hard,Easy,Hard,23/05/2007,TRUE
2500,304952,Herbert Street - 42,Samuel St,Herbert St,-27.500742,153.079527,CAMP HILL,Regular with seat,Y,Medium,Easy,Easy,23/05/2007,TRUE
2503,NA,Samuel Street Shops - 41,SAMUEL ST,NA,-27.500414,153.077298,CAMP HILL,NA,NA,NA,NA,NA,NA,TRUE
2504,304932,Samuel St Shops - 41,Samuel St,Thomas St,-27.500521,153.077285,CAMP HILL,Intermediate,N,Medium,Easy,Medium,23/05/2007,TRUE
2506,304946,Gristock St - 33,Chatsworth Rd,Eva St,-27.504151,153.068132,COORPAROO,Intermediate,N,NA,NA,NA,23/05/2007,TRUE
2507,304947,Rossmore Ave - 32,Chatsworth Rd,Rossmore Av,-27.504932,153.064601,COORPAROO,Intermediate,N,NA,NA,NA,23/05/2007,TRUE
2508,304940,Eva St - 34,Eva St,Glyn St,-27.504831,153.068497,COORPAROO,Intermediate,N,Hard,Medium,Hard,23/05/2007,TRUE
2509,304941,Eva Street - 33,Eva St,Chatsworth Rd,-27.504354,153.068701,COORPAROO,Regular with seat,Y,Medium,Hard,Medium,23/05/2007,TRUE
2510,NA,Orion St - 35,ORION ST,NA,-27.506536,153.070214,COORPAROO,NA,NA,Medium,Hard,Medium,NA,TRUE
2511,NA,Orion Street - 34,PROCYON ST,NA,-27.506088,153.069756,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
2513,NA,Sirius Street - 36,BUENA VISTA AVE,NA,-27.506895,153.072083,COORPAROO,NA,NA,Medium,Medium,Easy,NA,TRUE
2514,NA,Sirius St - 36,ORION ST,NA,-27.507005,153.072087,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
2515,NA,Crucis St - 36,BUENA VISTA AVE,NA,-27.505549,153.072385,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
2516,NA,Crucis Street - 37,BUENA VISTA AVE,NA,-27.505315,153.072195,COORPAROO,NA,NA,NA,Medium,NA,NA,TRUE
2517,NA,Buena Vista Ave - 38,BUENA VISTA AVE,NA,-27.503803,153.071778,COORPAROO,NA,NA,Medium,Easy,Hard,NA,TRUE
2518,NA,Sector St - 39,ARC ST,NA,-27.501,153.073696,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
2519,304935,Buena Vista Ave - 37,Buena Vista Av,Spica St,-27.503268,153.072117,COORPAROO,Regular with seat,Y,Medium,Easy,Easy,28/06/2011,TRUE
2520,NA,Spica St - 38,SPICA ST,NA,-27.502637,153.071001,COORPAROO,NA,NA,Medium,Hard,Medium,NA,TRUE
2521,NA,Greens Road - 39,CHATSWORTH RD,NA,-27.500687,153.073108,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
2522,NA,Arc St - 40,CHATSWORTH RD,NA,-27.500408,153.075098,COORPAROO,NA,NA,NA,NA,NA,NA,TRUE
2523,304950,Arc St - 40,Chatsworth Rd,Boundary Rd,-27.500289,153.075035,COORPAROO,Intermediate,N,NA,NA,NA,20/07/2012,TRUE
2526,304760,Garth Webb Park - 39,Stanley Rd,Kennington Rd,-27.487958,153.086257,CAMP HILL,Intermediate,N,Medium,Hard,Hard,22/05/2007,TRUE
2532,304739,Ascham St - 38,Stanley Rd,Ashmole St,-27.487623,153.084786,CAMP HILL,Regular with seat,N,Medium,Hard,Hard,21/05/2007,TRUE
2534,304761,Arrol Street - 37,Stanley Rd,Arrol St,-27.487462,153.082724,CAMP HILL,Intermediate,Y,Medium,Hard,Hard,22/05/2007,TRUE
2535,304725,Tranters Avenue - 36,Stanley Rd,Tranters Av,-27.48702,153.08046,SEVEN HILLS,Intermediate,Y,Medium,Hard,Medium,21/05/2007,TRUE
2537,304724,Viminal Hill Crescent - 35A,Stanley Rd,Viminal Hill Cr,-27.486855,153.079213,SEVEN HILLS,Intermediate,Y,Medium,Hard,Easy,21/05/2007,TRUE
2538,307086,Viminal Hill Crescent - 35A,Stanley St,Viminal Hill Cr,-27.486985,153.079261,CAMP HILL,Intermediate,Y,Medium,Hard,Hard,5/08/2008,TRUE
2545,NA,FERGUSON / WYENA,FERGUSON RD,NA,-27.487952,153.078699,CAMP HILL,NA,NA,Medium,Medium,Medium,NA,TRUE
2551,304926,Prout Street - 40/36,Prout St,Wotton St,-27.498471,153.076717,CAMP HILL,Intermediate,Y,Medium,Hard,Easy,23/05/2007,TRUE
2552,NA,Prout Street - 40/36,PROUT ST,NA,-27.498552,153.076551,CAMP HILL,NA,NA,Hard,Hard,Medium,NA,TRUE
2554,305745,Orana Street - 37,Old Cleveland Rd,Anzac Rd,-27.495785,153.09334,CARINA,Intermediate,Y,Medium,Hard,Hard,29/05/2007,TRUE
2555,305746,Pembroke Street - 36,Old Cleveland Rd,Birdwood Rd,-27.4956,153.091841,CARINA,Intermediate,Y,Medium,Hard,Medium,28/02/2011,TRUE
2556,305747,"Carina"""""""" Old Cleveland Road",Old Cleveland Rd,Jones Rd,-27.495768,153.089286,CARINA,Intermediate,Y,Medium,Easy,Easy,20/12/2010,TRUE
2557,305748,Wonersh Street - 34,Old Cleveland Rd,Renton St,-27.494886,153.085567,CARINA,Intermediate,Y,Medium,Easy,Hard,29/05/2007,TRUE
2558,305749,Orwell Street - 33,Old Cleveland Rd,Burn St,-27.493278,153.083771,CAMP HILL,Intermediate,N,Medium,Medium,Medium,29/05/2007,TRUE
2559,NA,Camp Hill Primary - 32,OLD CLEVELAND RD,NA,-27.493233,153.080292,CAMP HILL,NA,NA,NA,NA,NA,NA,TRUE
2560,305751,Wiles Street - 31,Old Cleveland Rd,Boundry Rd,-27.493188,153.076854,CAMP HILL,Intermediate,Y,Medium,Medium,Easy,28/06/2011,TRUE
2561,305752,"Camp Hill"""""""" Old Cleveland Road",Old Cleveland Rd,Tarana St,-27.492811,153.074812,CAMP HILL,Regular with seat,Y,Medium,Easy,Medium,29/05/2007,TRUE
2562,305753,Pampling Street - 29,Old Cleveland Rd,Ernest St,-27.491983,153.071932,CAMP HILL,Intermediate,Y,Medium,Easy,Easy,29/05/2007,TRUE
2564,305754,Madeline Street - 27,Old Cleveland Rd,Daphne St,-27.491573,153.068498,CAMP HILL,Intermediate,Y,Medium,Medium,Easy,28/06/2011,TRUE
2565,305755,Kismet Street - 26,Old Cleveland Rd,Harwill St,-27.492134,153.065325,CAMP HILL,Regular with seat,N,NA,NA,NA,29/05/2007,TRUE
2566,305757,Coorparoo Primary - 24,Old Cleveland Rd,French St,-27.493252,153.061801,COORPAROO,Intermediate,N,NA,NA,NA,5/03/2009,TRUE
2567,305756,Burke Street - 25,Old Cleveland Rd,Leicester St,-27.492532,153.063334,COORPAROO,Intermediate,Y,Medium,Easy,Easy,29/05/2007,TRUE
2569,306319,Coorparoo Primary - 24,Old Cleveland Rd,French St,-27.493578,153.060644,COORPAROO,Intermediate,N,NA,NA,NA,4/06/2007,TRUE
2572,306321,Kismet Street - 26,Old Cleveland Rd,Kismet St,-27.491798,153.065981,CAMP HILL,Intermediate,Y,Medium,Easy,Easy,4/06/2007,TRUE
2573,306322,Madeline St - 27,Old Cleveland Rd,Madeline St,-27.491445,153.068011,CAMP HILL,Intermediate,Y,Medium,Hard,Easy,28/06/2011,TRUE
2574,306323,Dorothy Lane - 28,Old Cleveland Rd,Dorothy La,-27.491238,153.070532,CAMP HILL,Intermediate,Y,Medium,Medium,Medium,4/06/2007,TRUE
2575,306324,Pampling Street - 29,Old Cleveland Rd,Pampling St,-27.491918,153.072274,CAMP HILL,Intermediate,Y,Medium,Easy,Hard,4/06/2007,TRUE
2576,306325,"Camp Hill"""""""" Old Cleveland Road",Old Cleveland Rd,Bruce St,-27.492507,153.074614,CAMP HILL,Intermediate,Y,Medium,Hard,Medium,4/06/2007,TRUE
2577,306326,Wiles Street - 31,Old Cleveland Rd,Wiles St,-27.492906,153.076658,CAMP HILL,Regular with seat,Y,Medium,Medium,Hard,4/06/2007,TRUE
2578,306327,Camp Hill Primary - 32,Old Cleveland Rd,Ferguson Rd,-27.492953,153.079632,CAMP HILL,Intermediate,Y,Medium,Easy,Hard,4/06/2007,TRUE
2579,306328,Orwell Street - 33,Old Cleveland Rd,Orwell St,-27.493026,153.084094,CAMP HILL,Intermediate,Y,Medium,Easy,Easy,4/06/2007,TRUE
2580,306329,Wonersh Street - 34,Old Cleveland Rd,Wonersh St,-27.494846,153.085931,CARINA,Intermediate,Y,Medium,Easy,Hard,4/06/2007,TRUE
2581,306330,"Carina"""""""" Old Cleveland Road",Old Cleveland Rd,Jones Rd,-27.49562,153.088293,CARINA,Regular with seat,Y,Medium,Easy,Medium,4/06/2007,TRUE
2584,306331,Pembroke Street - 36,Old Cleveland Rd,Birdwood Rd,-27.495256,153.09162,CARINA,Intermediate,Y,Medium,Medium,Easy,4/06/2007,TRUE
2585,NA,Old Cleveland Road - 37,OLD CLEVELAND RD,NA,-27.495639,153.094622,CARINA,NA,NA,NA,NA,NA,NA,TRUE
2586,304925,Boundary Road - 38/39,Newman Av,Boundary Rd,-27.49897,153.075806,CAMP HILL,Regular,Y,Medium,Easy,Easy,20/07/2012,TRUE
2587,NA,Lavington Street - 37,NEWMAN AVE,NA,-27.498432,153.072536,CAMP HILL,NA,NA,NA,NA,NA,NA,TRUE
2588,304923,Newman Ave - 36,Newman Av,Lavington St,-27.498136,153.07081,CAMP HILL,Regular,N,Medium,Hard,Hard,23/05/2007,TRUE
2590,NA,Martha Street - 35/39,MARTHA ST,NA,-27.497231,153.068147,CAMP HILL,NA,NA,NA,NA,NA,NA,TRUE
2591,304916,Grant Street - 36/38,Martha St,Grant St,-27.497275,153.070454,CAMP HILL,Regular,Y,Medium,Medium,NA,23/05/2007,TRUE
2592,304915,Tarana Street - 37,Martha St,Tarana St,-27.497873,153.0735,CAMP HILL,Regular with seat,Y,Hard,Medium,Hard,23/05/2007,TRUE
2604,304703,Perth Street - 35/34,Perth St,Wiles St,-27.487412,153.077998,CAMP HILL,Intermediate,Y,Medium,Hard,Hard,21/05/2007,TRUE
2605,304702,Perth Street - 34/35,Perth St,Wiles St,-27.48719,153.077332,CAMP HILL,Regular,Y,Easy,Hard,Medium,19/06/2009,TRUE
2606,304704,Perth Street Park - 33,Perth St,Bruce St,-27.487012,153.075618,CAMP HILL,Intermediate,Y,Medium,Easy,Hard,21/05/2007,TRUE
